{'loss': 4.5677, 'grad_norm': 1.8173993825912476, 'learning_rate': 0.0, 'epoch': 0.01}
{'loss': 0.0785, 'grad_norm': 0.4138513505458832, 'learning_rate': 0.0001576017130620985, 'epoch': 6.43}
{'loss': 0.0781, 'grad_norm': 0.4329432547092438, 'learning_rate': 0.00015751605995717344, 'epoch': 6.44}
{'loss': 0.0878, 'grad_norm': 0.39398080110549927, 'learning_rate': 0.00015743040685224839, 'epoch': 6.45}
{'loss': 0.0794, 'grad_norm': 0.3816377520561218, 'learning_rate': 0.00015734475374732336, 'epoch': 6.47}
{'loss': 0.0711, 'grad_norm': 0.2928910553455353, 'learning_rate': 0.0001572591006423983, 'epoch': 6.48}
{'loss': 0.091, 'grad_norm': 0.44790780544281006, 'learning_rate': 0.00015717344753747326, 'epoch': 6.49}
{'loss': 0.0902, 'grad_norm': 0.43314531445503235, 'learning_rate': 0.00015708779443254818, 'epoch': 6.5}
{'loss': 0.0603, 'grad_norm': 0.2825123369693756, 'learning_rate': 0.00015700214132762313, 'epoch': 6.52}
{'loss': 0.0658, 'grad_norm': 0.31505078077316284, 'learning_rate': 0.00015691648822269808, 'epoch': 6.53}
{'loss': 0.0942, 'grad_norm': 0.3483695387840271, 'learning_rate': 0.00015683083511777303, 'epoch': 6.54}
{'loss': 0.0766, 'grad_norm': 0.3546141982078552, 'learning_rate': 0.00015674518201284798, 'epoch': 6.56}
{'loss': 0.0817, 'grad_norm': 0.40571996569633484, 'learning_rate': 0.00015665952890792293, 'epoch': 6.57}
{'loss': 0.0755, 'grad_norm': 0.397693395614624, 'learning_rate': 0.00015657387580299788, 'epoch': 6.58}
{'loss': 0.0861, 'grad_norm': 0.430810809135437, 'learning_rate': 0.00015648822269807283, 'epoch': 6.6}
{'loss': 0.0773, 'grad_norm': 0.34964245557785034, 'learning_rate': 0.00015640256959314775, 'epoch': 6.61}
{'loss': 0.0681, 'grad_norm': 0.41333723068237305, 'learning_rate': 0.0001563169164882227, 'epoch': 6.62}
{'loss': 0.0841, 'grad_norm': 0.36673831939697266, 'learning_rate': 0.00015623126338329765, 'epoch': 6.63}
{'loss': 0.0827, 'grad_norm': 0.46493539214134216, 'learning_rate': 0.0001561456102783726, 'epoch': 6.65}
{'loss': 0.0827, 'grad_norm': 0.3198886513710022, 'learning_rate': 0.00015605995717344755, 'epoch': 6.66}
{'loss': 0.082, 'grad_norm': 0.41026127338409424, 'learning_rate': 0.0001559743040685225, 'epoch': 6.67}
{'loss': 0.0842, 'grad_norm': 0.4367256760597229, 'learning_rate': 0.00015588865096359745, 'epoch': 6.69}
{'loss': 0.0799, 'grad_norm': 0.30067503452301025, 'learning_rate': 0.0001558029978586724, 'epoch': 6.7}
{'loss': 0.0651, 'grad_norm': 0.4216923117637634, 'learning_rate': 0.00015571734475374732, 'epoch': 6.71}
{'loss': 0.0787, 'grad_norm': 0.3786698579788208, 'learning_rate': 0.00015563169164882227, 'epoch': 6.72}
{'loss': 0.0907, 'grad_norm': 0.43721842765808105, 'learning_rate': 0.00015554603854389722, 'epoch': 6.74}
{'loss': 0.0659, 'grad_norm': 0.37329715490341187, 'learning_rate': 0.00015546038543897217, 'epoch': 6.75}
{'loss': 0.0917, 'grad_norm': 0.45731356739997864, 'learning_rate': 0.00015537473233404712, 'epoch': 6.76}
{'loss': 0.0808, 'grad_norm': 0.463653564453125, 'learning_rate': 0.00015528907922912207, 'epoch': 6.78}
{'loss': 0.0743, 'grad_norm': 0.3981766700744629, 'learning_rate': 0.00015520342612419702, 'epoch': 6.79}
{'loss': 0.0874, 'grad_norm': 0.4461895823478699, 'learning_rate': 0.00015511777301927194, 'epoch': 6.8}
{'loss': 0.0646, 'grad_norm': 0.2560758590698242, 'learning_rate': 0.0001550321199143469, 'epoch': 6.82}
{'loss': 0.0665, 'grad_norm': 0.3926519751548767, 'learning_rate': 0.00015494646680942184, 'epoch': 6.83}
{'loss': 0.0855, 'grad_norm': 0.48998451232910156, 'learning_rate': 0.00015486081370449679, 'epoch': 6.84}
{'loss': 0.0859, 'grad_norm': 0.3584890365600586, 'learning_rate': 0.00015477516059957174, 'epoch': 6.85}
{'loss': 0.0701, 'grad_norm': 0.4453895092010498, 'learning_rate': 0.00015468950749464668, 'epoch': 6.87}
{'loss': 0.0777, 'grad_norm': 0.3783470690250397, 'learning_rate': 0.00015460385438972163, 'epoch': 6.88}
{'loss': 0.0806, 'grad_norm': 0.4334101974964142, 'learning_rate': 0.00015451820128479658, 'epoch': 6.89}
{'loss': 0.0685, 'grad_norm': 0.3257738947868347, 'learning_rate': 0.0001544325481798715, 'epoch': 6.91}
{'loss': 0.0736, 'grad_norm': 0.4303816258907318, 'learning_rate': 0.00015434689507494648, 'epoch': 6.92}
{'loss': 0.0734, 'grad_norm': 0.4133315086364746, 'learning_rate': 0.00015426124197002143, 'epoch': 6.93}
{'loss': 0.0869, 'grad_norm': 0.44783473014831543, 'learning_rate': 0.00015417558886509638, 'epoch': 6.94}
{'loss': 0.0867, 'grad_norm': 0.3598290979862213, 'learning_rate': 0.00015408993576017133, 'epoch': 6.96}
{'loss': 0.1003, 'grad_norm': 0.5862728357315063, 'learning_rate': 0.00015400428265524628, 'epoch': 6.97}
{'loss': 0.0794, 'grad_norm': 0.36387449502944946, 'learning_rate': 0.0001539186295503212, 'epoch': 6.98}
{'loss': 0.0792, 'grad_norm': 0.46694138646125793, 'learning_rate': 0.00015383297644539615, 'epoch': 7.0}
{'loss': 0.112, 'grad_norm': 1.1089577674865723, 'learning_rate': 0.0001537473233404711, 'epoch': 7.0}
{'loss': 0.0594, 'grad_norm': 0.24081958830356598, 'learning_rate': 0.00015366167023554605, 'epoch': 7.01}
{'loss': 0.0709, 'grad_norm': 0.42214322090148926, 'learning_rate': 0.000153576017130621, 'epoch': 7.03}
{'loss': 0.0706, 'grad_norm': 0.39020875096321106, 'learning_rate': 0.00015349036402569595, 'epoch': 7.04}
{'loss': 0.0694, 'grad_norm': 0.31890732049942017, 'learning_rate': 0.0001534047109207709, 'epoch': 7.05}
{'loss': 0.0672, 'grad_norm': 0.4047032594680786, 'learning_rate': 0.00015331905781584585, 'epoch': 7.06}
{'loss': 0.0867, 'grad_norm': 0.3339695930480957, 'learning_rate': 0.00015323340471092077, 'epoch': 7.08}
{'loss': 0.0579, 'grad_norm': 0.2446010708808899, 'learning_rate': 0.00015314775160599572, 'epoch': 7.09}
{'loss': 0.0702, 'grad_norm': 0.3218439221382141, 'learning_rate': 0.00015306209850107067, 'epoch': 7.1}
{'loss': 0.0562, 'grad_norm': 0.24861595034599304, 'learning_rate': 0.00015297644539614562, 'epoch': 7.12}
{'loss': 0.0549, 'grad_norm': 0.2095743715763092, 'learning_rate': 0.00015289079229122057, 'epoch': 7.13}
{'loss': 0.0635, 'grad_norm': 0.4936503469944, 'learning_rate': 0.00015280513918629552, 'epoch': 7.14}
{'loss': 0.0592, 'grad_norm': 0.4276094436645508, 'learning_rate': 0.00015271948608137047, 'epoch': 7.16}
{'loss': 0.0499, 'grad_norm': 0.15513351559638977, 'learning_rate': 0.0001526338329764454, 'epoch': 7.17}
{'loss': 0.0811, 'grad_norm': 0.34549084305763245, 'learning_rate': 0.00015254817987152034, 'epoch': 7.18}
{'loss': 0.0817, 'grad_norm': 0.2919854521751404, 'learning_rate': 0.0001524625267665953, 'epoch': 7.19}
{'loss': 0.0658, 'grad_norm': 0.40189677476882935, 'learning_rate': 0.00015237687366167024, 'epoch': 7.21}
{'loss': 0.0802, 'grad_norm': 0.484683632850647, 'learning_rate': 0.00015229122055674519, 'epoch': 7.22}
{'loss': 0.0812, 'grad_norm': 0.33839601278305054, 'learning_rate': 0.00015220556745182014, 'epoch': 7.23}
{'loss': 0.0913, 'grad_norm': 0.3407568037509918, 'learning_rate': 0.00015211991434689508, 'epoch': 7.25}
{'loss': 0.0673, 'grad_norm': 0.33911722898483276, 'learning_rate': 0.00015203426124197003, 'epoch': 7.26}
{'loss': 0.0777, 'grad_norm': 0.27016255259513855, 'learning_rate': 0.00015194860813704496, 'epoch': 7.27}
{'loss': 0.0574, 'grad_norm': 0.23254401981830597, 'learning_rate': 0.0001518629550321199, 'epoch': 7.28}
{'loss': 0.0645, 'grad_norm': 0.2525569200515747, 'learning_rate': 0.00015177730192719486, 'epoch': 7.3}
{'loss': 0.0701, 'grad_norm': 0.3202594518661499, 'learning_rate': 0.0001516916488222698, 'epoch': 7.31}
{'loss': 0.0803, 'grad_norm': 0.29457226395606995, 'learning_rate': 0.00015160599571734475, 'epoch': 7.32}
{'loss': 0.0577, 'grad_norm': 0.1747022420167923, 'learning_rate': 0.0001515203426124197, 'epoch': 7.34}
{'loss': 0.06, 'grad_norm': 0.24764598906040192, 'learning_rate': 0.00015143468950749465, 'epoch': 7.35}
{'loss': 0.0603, 'grad_norm': 0.28254786133766174, 'learning_rate': 0.0001513490364025696, 'epoch': 7.36}
{'loss': 0.0557, 'grad_norm': 0.14996787905693054, 'learning_rate': 0.00015126338329764455, 'epoch': 7.38}
{'loss': 0.0631, 'grad_norm': 0.26464053988456726, 'learning_rate': 0.0001511777301927195, 'epoch': 7.39}
{'loss': 0.0806, 'grad_norm': 0.31886592507362366, 'learning_rate': 0.00015109207708779445, 'epoch': 7.4}
{'loss': 0.0635, 'grad_norm': 0.2640587389469147, 'learning_rate': 0.0001510064239828694, 'epoch': 7.41}
{'loss': 0.0532, 'grad_norm': 0.1936466097831726, 'learning_rate': 0.00015092077087794435, 'epoch': 7.43}
{'loss': 0.0794, 'grad_norm': 0.31646430492401123, 'learning_rate': 0.0001508351177730193, 'epoch': 7.44}
{'loss': 0.0557, 'grad_norm': 0.2881004512310028, 'learning_rate': 0.00015074946466809422, 'epoch': 7.45}
{'loss': 0.0848, 'grad_norm': 0.36677491664886475, 'learning_rate': 0.00015066381156316917, 'epoch': 7.47}
{'loss': 0.0665, 'grad_norm': 0.20867888629436493, 'learning_rate': 0.00015057815845824412, 'epoch': 7.48}
{'loss': 0.0724, 'grad_norm': 0.3878107964992523, 'learning_rate': 0.00015049250535331907, 'epoch': 7.49}
{'loss': 0.0504, 'grad_norm': 0.17036201059818268, 'learning_rate': 0.00015040685224839402, 'epoch': 7.5}
{'loss': 0.0686, 'grad_norm': 0.3016377389431, 'learning_rate': 0.00015032119914346897, 'epoch': 7.52}
{'loss': 0.0935, 'grad_norm': 0.5051651000976562, 'learning_rate': 0.00015023554603854392, 'epoch': 7.53}
{'loss': 0.0603, 'grad_norm': 0.214811310172081, 'learning_rate': 0.00015014989293361884, 'epoch': 7.54}
{'loss': 0.0579, 'grad_norm': 0.17289870977401733, 'learning_rate': 0.0001500642398286938, 'epoch': 7.56}
{'loss': 0.081, 'grad_norm': 0.2514200210571289, 'learning_rate': 0.00014997858672376874, 'epoch': 7.57}
{'loss': 0.0618, 'grad_norm': 0.2397863268852234, 'learning_rate': 0.0001498929336188437, 'epoch': 7.58}
{'loss': 0.0596, 'grad_norm': 0.3437138497829437, 'learning_rate': 0.00014980728051391864, 'epoch': 7.6}
{'loss': 0.0713, 'grad_norm': 0.25387245416641235, 'learning_rate': 0.00014972162740899359, 'epoch': 7.61}
{'loss': 0.095, 'grad_norm': 0.3694489896297455, 'learning_rate': 0.00014963597430406854, 'epoch': 7.62}
{'loss': 0.0671, 'grad_norm': 0.3403528332710266, 'learning_rate': 0.00014955032119914348, 'epoch': 7.63}
{'loss': 0.0815, 'grad_norm': 0.48018956184387207, 'learning_rate': 0.0001494646680942184, 'epoch': 7.65}
{'loss': 0.0634, 'grad_norm': 0.27724188566207886, 'learning_rate': 0.00014937901498929336, 'epoch': 7.66}
{'loss': 0.0763, 'grad_norm': 0.2962266206741333, 'learning_rate': 0.0001492933618843683, 'epoch': 7.67}
{'loss': 0.0818, 'grad_norm': 0.3166494071483612, 'learning_rate': 0.00014920770877944326, 'epoch': 7.69}
{'loss': 0.0597, 'grad_norm': 0.2563337981700897, 'learning_rate': 0.0001491220556745182, 'epoch': 7.7}
{'loss': 0.0621, 'grad_norm': 0.2646180987358093, 'learning_rate': 0.00014903640256959315, 'epoch': 7.71}
{'loss': 0.0578, 'grad_norm': 0.17877160012722015, 'learning_rate': 0.0001489507494646681, 'epoch': 7.72}
{'loss': 0.0671, 'grad_norm': 0.269717276096344, 'learning_rate': 0.00014886509635974305, 'epoch': 7.74}
{'loss': 0.0768, 'grad_norm': 0.5099734663963318, 'learning_rate': 0.00014877944325481797, 'epoch': 7.75}
{'loss': 0.0711, 'grad_norm': 0.35378655791282654, 'learning_rate': 0.00014869379014989292, 'epoch': 7.76}
{'loss': 0.0541, 'grad_norm': 0.19076496362686157, 'learning_rate': 0.00014860813704496787, 'epoch': 7.78}
{'loss': 0.0772, 'grad_norm': 0.3198712170124054, 'learning_rate': 0.00014852248394004285, 'epoch': 7.79}
{'loss': 0.0617, 'grad_norm': 0.22353333234786987, 'learning_rate': 0.0001484368308351178, 'epoch': 7.8}
{'loss': 0.0836, 'grad_norm': 0.31453466415405273, 'learning_rate': 0.00014835117773019275, 'epoch': 7.82}
{'loss': 0.0708, 'grad_norm': 0.3104030191898346, 'learning_rate': 0.00014826552462526767, 'epoch': 7.83}
{'loss': 0.0693, 'grad_norm': 0.24189002811908722, 'learning_rate': 0.00014817987152034262, 'epoch': 7.84}
{'loss': 0.0648, 'grad_norm': 0.2731078565120697, 'learning_rate': 0.00014809421841541757, 'epoch': 7.85}
{'loss': 0.0619, 'grad_norm': 0.32464683055877686, 'learning_rate': 0.00014800856531049252, 'epoch': 7.87}
{'loss': 0.1024, 'grad_norm': 0.5069590210914612, 'learning_rate': 0.00014792291220556747, 'epoch': 7.88}
{'loss': 0.0865, 'grad_norm': 0.27365705370903015, 'learning_rate': 0.00014783725910064242, 'epoch': 7.89}
{'loss': 0.1033, 'grad_norm': 0.5290945172309875, 'learning_rate': 0.00014775160599571737, 'epoch': 7.91}
{'loss': 0.0591, 'grad_norm': 0.18965059518814087, 'learning_rate': 0.0001476659528907923, 'epoch': 7.92}
{'loss': 0.0607, 'grad_norm': 0.17163626849651337, 'learning_rate': 0.00014758029978586724, 'epoch': 7.93}
{'loss': 0.0751, 'grad_norm': 0.3112155497074127, 'learning_rate': 0.0001474946466809422, 'epoch': 7.94}
{'loss': 0.0793, 'grad_norm': 0.4374702572822571, 'learning_rate': 0.00014740899357601714, 'epoch': 7.96}
{'loss': 0.0758, 'grad_norm': 0.34348264336586, 'learning_rate': 0.0001473233404710921, 'epoch': 7.97}
{'loss': 0.067, 'grad_norm': 0.21896275877952576, 'learning_rate': 0.00014723768736616704, 'epoch': 7.98}
{'loss': 0.0815, 'grad_norm': 0.3868003189563751, 'learning_rate': 0.00014715203426124199, 'epoch': 8.0}
{'loss': 0.2102, 'grad_norm': 4.191760540008545, 'learning_rate': 0.00014706638115631694, 'epoch': 8.0}
{'loss': 0.0575, 'grad_norm': 0.1484314203262329, 'learning_rate': 0.00014698072805139186, 'epoch': 8.01}
{'loss': 0.0505, 'grad_norm': 0.1330108493566513, 'learning_rate': 0.0001468950749464668, 'epoch': 8.03}
{'loss': 0.0472, 'grad_norm': 0.18691621720790863, 'learning_rate': 0.00014680942184154176, 'epoch': 8.04}
{'loss': 0.064, 'grad_norm': 0.2181590348482132, 'learning_rate': 0.0001467237687366167, 'epoch': 8.05}
{'loss': 0.05, 'grad_norm': 0.1352187991142273, 'learning_rate': 0.00014663811563169166, 'epoch': 8.06}
{'loss': 0.0565, 'grad_norm': 0.2787139415740967, 'learning_rate': 0.0001465524625267666, 'epoch': 8.08}
{'loss': 0.0496, 'grad_norm': 0.16010557115077972, 'learning_rate': 0.00014646680942184155, 'epoch': 8.09}
{'loss': 0.0707, 'grad_norm': 0.4932306110858917, 'learning_rate': 0.0001463811563169165, 'epoch': 8.1}
{'loss': 0.0595, 'grad_norm': 0.25248783826828003, 'learning_rate': 0.00014629550321199143, 'epoch': 8.12}
{'loss': 0.0555, 'grad_norm': 0.15404565632343292, 'learning_rate': 0.00014620985010706637, 'epoch': 8.13}
{'loss': 0.0456, 'grad_norm': 0.1748071312904358, 'learning_rate': 0.00014612419700214132, 'epoch': 8.14}
{'loss': 0.0646, 'grad_norm': 0.35528701543807983, 'learning_rate': 0.00014603854389721627, 'epoch': 8.16}
{'loss': 0.0675, 'grad_norm': 0.4524659216403961, 'learning_rate': 0.00014595289079229122, 'epoch': 8.17}
{'loss': 0.0532, 'grad_norm': 0.28528839349746704, 'learning_rate': 0.00014586723768736617, 'epoch': 8.18}
{'loss': 0.091, 'grad_norm': 0.5677875876426697, 'learning_rate': 0.00014578158458244112, 'epoch': 8.19}
{'loss': 0.0606, 'grad_norm': 0.46189945936203003, 'learning_rate': 0.00014569593147751604, 'epoch': 8.21}
{'loss': 0.0557, 'grad_norm': 0.1849081814289093, 'learning_rate': 0.000145610278372591, 'epoch': 8.22}
{'loss': 0.0479, 'grad_norm': 0.11288902163505554, 'learning_rate': 0.00014552462526766597, 'epoch': 8.23}
{'loss': 0.0655, 'grad_norm': 0.2730892598628998, 'learning_rate': 0.00014543897216274092, 'epoch': 8.25}
{'loss': 0.0518, 'grad_norm': 0.2733328938484192, 'learning_rate': 0.00014535331905781587, 'epoch': 8.26}
{'loss': 0.0696, 'grad_norm': 0.30127283930778503, 'learning_rate': 0.00014526766595289082, 'epoch': 8.27}
{'loss': 0.0648, 'grad_norm': 0.31015923619270325, 'learning_rate': 0.00014518201284796574, 'epoch': 8.28}
{'loss': 0.0911, 'grad_norm': 0.38637322187423706, 'learning_rate': 0.0001450963597430407, 'epoch': 8.3}
{'loss': 0.0598, 'grad_norm': 0.22476895153522491, 'learning_rate': 0.00014501070663811564, 'epoch': 8.31}
{'loss': 0.0693, 'grad_norm': 0.2938726842403412, 'learning_rate': 0.0001449250535331906, 'epoch': 8.32}
{'loss': 0.0775, 'grad_norm': 0.30086061358451843, 'learning_rate': 0.00014483940042826554, 'epoch': 8.34}
{'loss': 0.0655, 'grad_norm': 0.2649557292461395, 'learning_rate': 0.0001447537473233405, 'epoch': 8.35}
{'loss': 0.0622, 'grad_norm': 0.6107795834541321, 'learning_rate': 0.00014466809421841544, 'epoch': 8.36}
{'loss': 0.0588, 'grad_norm': 0.2433292418718338, 'learning_rate': 0.00014458244111349039, 'epoch': 8.38}
{'loss': 0.0626, 'grad_norm': 0.35751286149024963, 'learning_rate': 0.0001444967880085653, 'epoch': 8.39}
{'loss': 0.0603, 'grad_norm': 0.31080371141433716, 'learning_rate': 0.00014441113490364026, 'epoch': 8.4}
{'loss': 0.0583, 'grad_norm': 0.15040390193462372, 'learning_rate': 0.0001443254817987152, 'epoch': 8.41}
{'loss': 0.0583, 'grad_norm': 0.15040390193462372, 'learning_rate': 0.0001443254817987152, 'epoch': 8.41}
{'loss': 0.0601, 'grad_norm': 0.21085453033447266, 'learning_rate': 0.00014423982869379016, 'epoch': 8.43}
{'loss': 0.0654, 'grad_norm': 0.18549223244190216, 'learning_rate': 0.0001441541755888651, 'epoch': 8.44}
{'loss': 0.0537, 'grad_norm': 0.25960737466812134, 'learning_rate': 0.00014406852248394005, 'epoch': 8.45}
{'loss': 0.0634, 'grad_norm': 0.33886322379112244, 'learning_rate': 0.000143982869379015, 'epoch': 8.47}
{'loss': 0.0557, 'grad_norm': 0.22692379355430603, 'learning_rate': 0.00014389721627408995, 'epoch': 8.48}
{'loss': 0.0756, 'grad_norm': 0.5105344653129578, 'learning_rate': 0.00014381156316916488, 'epoch': 8.49}
{'loss': 0.0669, 'grad_norm': 0.27217724919319153, 'learning_rate': 0.00014372591006423983, 'epoch': 8.5}
{'loss': 0.0598, 'grad_norm': 0.1737724244594574, 'learning_rate': 0.00014364025695931477, 'epoch': 8.52}
{'loss': 0.0582, 'grad_norm': 0.1641831398010254, 'learning_rate': 0.00014355460385438972, 'epoch': 8.53}
{'loss': 0.0996, 'grad_norm': 0.40345174074172974, 'learning_rate': 0.00014346895074946467, 'epoch': 8.54}
{'loss': 0.0679, 'grad_norm': 0.30748820304870605, 'learning_rate': 0.00014338329764453962, 'epoch': 8.56}
{'loss': 0.0696, 'grad_norm': 0.23351873457431793, 'learning_rate': 0.00014329764453961457, 'epoch': 8.57}
{'loss': 0.0572, 'grad_norm': 0.24206697940826416, 'learning_rate': 0.0001432119914346895, 'epoch': 8.58}
{'loss': 0.0644, 'grad_norm': 0.38929569721221924, 'learning_rate': 0.00014312633832976444, 'epoch': 8.6}
{'loss': 0.0548, 'grad_norm': 0.2665567994117737, 'learning_rate': 0.0001430406852248394, 'epoch': 8.61}
{'loss': 0.0641, 'grad_norm': 0.19861330091953278, 'learning_rate': 0.00014295503211991434, 'epoch': 8.62}
 29%|████████████████████████████████▏                                                                               | 672/2340 [18:17<45:50,  1.65s/it 29%|███████████████████████████████▉                                                                               | 673/2340 [18:19<45:34,  1.64s/it]{'loss': 0.0751, 'grad_norm': 0.2945413589477539, 'learning_rate': 0.0001428693790149893, 'epoch': 8.63}
 29%|███████████████████████████████▉                                                                               | 673/2340 [18:19<45:34,  1.64s/it]
{'loss': 0.0508, 'grad_norm': 0.14927534759044647, 'learning_rate': 0.00014278372591006424, 'epoch': 8.65}
{'loss': 0.0851, 'grad_norm': 0.33008235692977905, 'learning_rate': 0.0001426980728051392, 'epoch': 8.66}
{'loss': 0.0693, 'grad_norm': 0.35659468173980713, 'learning_rate': 0.00014261241970021414, 'epoch': 8.67}
{'loss': 0.0746, 'grad_norm': 0.2750990688800812, 'learning_rate': 0.0001425267665952891, 'epoch': 8.69}
{'loss': 0.0632, 'grad_norm': 0.36352452635765076, 'learning_rate': 0.00014244111349036404, 'epoch': 8.7}
{'loss': 0.056, 'grad_norm': 0.17363211512565613, 'learning_rate': 0.000142355460385439, 'epoch': 8.71}
{'loss': 0.0584, 'grad_norm': 0.1509973555803299, 'learning_rate': 0.00014226980728051394, 'epoch': 8.72}
{'loss': 0.0707, 'grad_norm': 0.40633252263069153, 'learning_rate': 0.0001421841541755889, 'epoch': 8.74}
{'loss': 0.0646, 'grad_norm': 0.2464723438024521, 'learning_rate': 0.00014209850107066384, 'epoch': 8.75}
{'loss': 0.0545, 'grad_norm': 0.24504296481609344, 'learning_rate': 0.00014201284796573876, 'epoch': 8.76}
{'loss': 0.0621, 'grad_norm': 0.16052821278572083, 'learning_rate': 0.0001419271948608137, 'epoch': 8.78}
{'loss': 0.0595, 'grad_norm': 0.2354094386100769, 'learning_rate': 0.00014184154175588866, 'epoch': 8.79}
{'loss': 0.0605, 'grad_norm': 0.22419847548007965, 'learning_rate': 0.0001417558886509636, 'epoch': 8.8}
{'loss': 0.0638, 'grad_norm': 0.1859159767627716, 'learning_rate': 0.00014167023554603856, 'epoch': 8.82}
{'loss': 0.0626, 'grad_norm': 0.17826619744300842, 'learning_rate': 0.0001415845824411135, 'epoch': 8.83}
{'loss': 0.0635, 'grad_norm': 0.2626989781856537, 'learning_rate': 0.00014149892933618845, 'epoch': 8.84}
{'loss': 0.0763, 'grad_norm': 0.23984681069850922, 'learning_rate': 0.0001414132762312634, 'epoch': 8.85}
{'loss': 0.0699, 'grad_norm': 0.3288686275482178, 'learning_rate': 0.00014132762312633833, 'epoch': 8.87}
{'loss': 0.068, 'grad_norm': 0.42553284764289856, 'learning_rate': 0.00014124197002141328, 'epoch': 8.88}
{'loss': 0.0871, 'grad_norm': 0.33618077635765076, 'learning_rate': 0.00014115631691648823, 'epoch': 8.89}
{'loss': 0.0634, 'grad_norm': 0.22240981459617615, 'learning_rate': 0.00014107066381156317, 'epoch': 8.91}
{'loss': 0.0489, 'grad_norm': 0.12847904860973358, 'learning_rate': 0.00014098501070663812, 'epoch': 8.92}
{'loss': 0.0623, 'grad_norm': 0.23741857707500458, 'learning_rate': 0.00014089935760171307, 'epoch': 8.93}
{'loss': 0.0691, 'grad_norm': 0.22855541110038757, 'learning_rate': 0.00014081370449678802, 'epoch': 8.94}
{'loss': 0.0634, 'grad_norm': 0.21445366740226746, 'learning_rate': 0.00014072805139186295, 'epoch': 8.96}
{'loss': 0.0806, 'grad_norm': 0.3150542378425598, 'learning_rate': 0.0001406423982869379, 'epoch': 8.97}
{'loss': 0.0783, 'grad_norm': 0.2858559489250183, 'learning_rate': 0.00014055674518201284, 'epoch': 8.98}
{'loss': 0.0592, 'grad_norm': 0.1469683051109314, 'learning_rate': 0.0001404710920770878, 'epoch': 9.0}
{'loss': 0.0534, 'grad_norm': 0.2525177299976349, 'learning_rate': 0.00014038543897216274, 'epoch': 9.0}
{'loss': 0.0534, 'grad_norm': 0.19266444444656372, 'learning_rate': 0.0001402997858672377, 'epoch': 9.01}
{'loss': 0.0551, 'grad_norm': 0.2727189064025879, 'learning_rate': 0.00014021413276231264, 'epoch': 9.03}
{'loss': 0.0591, 'grad_norm': 0.22928500175476074, 'learning_rate': 0.0001401284796573876, 'epoch': 9.04}
{'loss': 0.0665, 'grad_norm': 0.25971662998199463, 'learning_rate': 0.0001400428265524625, 'epoch': 9.05}
{'loss': 0.0491, 'grad_norm': 0.16483642160892487, 'learning_rate': 0.00013995717344753746, 'epoch': 9.06}
{'loss': 0.0557, 'grad_norm': 0.16502568125724792, 'learning_rate': 0.0001398715203426124, 'epoch': 9.08}
{'loss': 0.0769, 'grad_norm': 0.37365058064460754, 'learning_rate': 0.00013978586723768736, 'epoch': 9.09}
{'loss': 0.0517, 'grad_norm': 0.24864135682582855, 'learning_rate': 0.00013970021413276234, 'epoch': 9.1}
{'loss': 0.0508, 'grad_norm': 0.30202004313468933, 'learning_rate': 0.0001396145610278373, 'epoch': 9.12}
{'loss': 0.058, 'grad_norm': 0.25703325867652893, 'learning_rate': 0.0001395289079229122, 'epoch': 9.13}
{'loss': 0.0716, 'grad_norm': 0.5785226225852966, 'learning_rate': 0.00013944325481798716, 'epoch': 9.14}
{'loss': 0.058, 'grad_norm': 0.16191807389259338, 'learning_rate': 0.0001393576017130621, 'epoch': 9.16}
{'loss': 0.0558, 'grad_norm': 0.3542897403240204, 'learning_rate': 0.00013927194860813706, 'epoch': 9.17}
{'loss': 0.0521, 'grad_norm': 0.1127859577536583, 'learning_rate': 0.000139186295503212, 'epoch': 9.18}
{'loss': 0.0589, 'grad_norm': 0.1759592443704605, 'learning_rate': 0.00013910064239828696, 'epoch': 9.19}
{'loss': 0.0546, 'grad_norm': 0.2722564935684204, 'learning_rate': 0.0001390149892933619, 'epoch': 9.21}
{'loss': 0.0473, 'grad_norm': 0.13048453629016876, 'learning_rate': 0.00013892933618843685, 'epoch': 9.22}
{'loss': 0.0541, 'grad_norm': 0.1639438420534134, 'learning_rate': 0.00013884368308351178, 'epoch': 9.23}
{'loss': 0.049, 'grad_norm': 0.1468774676322937, 'learning_rate': 0.00013875802997858673, 'epoch': 9.25}
{'loss': 0.068, 'grad_norm': 0.29425331950187683, 'learning_rate': 0.00013867237687366168, 'epoch': 9.26}
{'loss': 0.0572, 'grad_norm': 0.21110345423221588, 'learning_rate': 0.00013858672376873663, 'epoch': 9.27}
{'loss': 0.059, 'grad_norm': 0.14345677196979523, 'learning_rate': 0.00013850107066381157, 'epoch': 9.28}
{'loss': 0.0501, 'grad_norm': 0.17247141897678375, 'learning_rate': 0.00013841541755888652, 'epoch': 9.3}
{'loss': 0.0634, 'grad_norm': 0.18948812782764435, 'learning_rate': 0.00013832976445396147, 'epoch': 9.31}
{'loss': 0.0487, 'grad_norm': 0.13251981139183044, 'learning_rate': 0.0001382441113490364, 'epoch': 9.32}
{'loss': 0.0669, 'grad_norm': 0.29035472869873047, 'learning_rate': 0.00013815845824411135, 'epoch': 9.34}
{'loss': 0.0643, 'grad_norm': 0.21811653673648834, 'learning_rate': 0.0001380728051391863, 'epoch': 9.35}
